type,difficulty,category,question,correct_answer,option1,option2,option3,option4
boolean,medium,Entertainment: Video Games,Pistons were added to Minecraft in Beta 1.5.,False,,True,,False
multiple,hard,Animals,Which species of Brown Bear is not extinct?,Syrian Brown Bear,California Grizzly Bear,Mexican Grizzly Bear,Syrian Brown Bear,Atlas Bear
multiple,medium,Entertainment: Japanese Anime & Manga,In the anime Assassination Classroom what is the class that Korosensei teaches?,Class 3-E,Class 3-A,Class 3-B,Class 3-E,Class 3-D
boolean,medium,Sports,Formula E is an auto racing series that uses hybrid electric race cars.,False,,False,True,
multiple,medium,History,Which infamous European traitor was known as 'the last person to enter Parliament with honest intentions'?,Guy Fawkes,Guy Fawkes,Robert Catesby,Everard Digby,Francis Tresham
multiple,medium,Entertainment: Video Games,What was the first weapon pack for 'PAYDAY 2'?,The Gage Weapon Pack #1,The Gage Chivalry Pack,The Gage Weapon Pack #1,The Gage Historical Pack,The Overkill Pack
multiple,easy,Celebrities,Aubrey Graham is better known as,Drake,Lil Wayne,Travis Scott,2 Chainz,Drake
boolean,medium,History,Brezhnev was the 5th leader of the USSR.,True,,True,,False
multiple,easy,Entertainment: Video Games,Who is the main character in 'The Stanley Parable'?,Stanley,Stanley,The Boss,The Adventure Line,The Narrator
multiple,hard,Science & Nature,Which of the following is NOT a word used to describe an earthquake?,Drop-slide,Foreshock,Strike-slip,Temblor,Drop-slide
multiple,medium,History,Which of the following ancient Near Eastern peoples still exists as a modern ethnic group?,Assyrians,Babylonians,Assyrians,Elamites,Hittites
multiple,medium,Entertainment: Video Games,Which survivor in Left 4 Dead sacrificed themself to save the other survivors?,Bill,Francis,Louis,Bill,Zoey
multiple,medium,Sports,Which soccer team won the Copa Am&eacute;rica 2015 Championship ?,Chile,Paraguay,Argentina,Brazil,Chile
multiple,hard,Entertainment: Books,"In which classic novel by Mark Twain did a beggar and Prince of Wales switch clothes, and learn about social class inequality?",The Prince and the Pauper,A Modern Twain Story,The Prince and the Pauper,Wealthy Boy and the Schmuck,Hamlet
multiple,medium,History,"When did L. L. Zamenhof first publish 'Unua Libro', the first publication describing his international language Esperanto?",1887,1905,1887,1915,1897
boolean,medium,Sports,The Olympics tennis court is a giant green screen.,True,,False,,True
multiple,medium,Entertainment: Video Games,What are the names of the Ice Climbers in the video game Ice Climber?,Popo and Nana,Papi and Nana,Papi and Nina,Popo and Nina,Popo and Nana
multiple,medium,Entertainment: Music,Which of these is NOT the name of an album released by Miami-based producer DJ Khaled?,Don't Ever Play Yourself,Suffering From Success,Major Key,Don't Ever Play Yourself,I Changed A Lot
boolean,easy,Science: Mathematics,An isosceles triangle has two sides of equal length as opposed to three.,True,,,False,True
multiple,hard,Entertainment: Video Games,Which of these games was NOT developed by Markus Persson?,Dwarf Fortress,0x10c,Minecraft,Dwarf Fortress,Wurm Online
multiple,hard,Vehicles,Which car is the first mass-produced hybrid vehicle?,Toyota Prius,Honda Fit,Peugeot 308 R HYbrid,Chevrolet Volt,Toyota Prius
multiple,medium,Entertainment: Music,In what year was Tchaikovsky's 1812 Overture composed?,1880,1880,1790,1840,1812
multiple,easy,General Knowledge,The &ldquo;fairy&rdquo; type made it&rsquo;s debut in which generation of the Pokemon core series games?,6th,2nd,6th,4th,7th
multiple,hard,General Knowledge,Which film star has his statue in Leicester Square?,Charlie Chaplin,Paul Newman,Rowan Atkinson ,Charlie Chaplin,Alfred Hitchcock
multiple,easy,Vehicles,Which car tire manufacturer is famous for its 'P Zero' line?,Pirelli,Pirelli,Michelin,Bridgestone,Goodyear
multiple,medium,Geography,Montreal is in which Canadian province?,Quebec,Ontario,Quebec,Alberta,Nova Scotia
multiple,medium,Entertainment: Video Games,Which of these songs does NOT play during the Ruins segments of the 2015 game 'Undertale'?,Another Medium,Ruins,Anticipation,Unnecessary Tension,Another Medium
multiple,easy,Sports,"In bowling, what is the term used for getting three consecutive strikes?",Turkey,Birdie,Turkey,Eagle,Flamingo
multiple,hard,Science: Computers,What is the name of the process that sends one qubit of information using two bits of classical information?,Quantum Teleportation,Quantum Entanglement,Quantum Programming,Quantum Teleportation,Super Dense Coding
multiple,easy,Entertainment: Cartoon & Animations,"Wendy O. Koopa appeared in the Super Mario DIC Cartoons, but what was she known as?",Kootie Pie,Kootie Pie,Honey Pie,Sweetie Pie,Wendy Pie
boolean,easy,Entertainment: Board Games,'PAYDAY: The Heist' is a sequel to the board game 'Payday'.,False,True,,False,
multiple,hard,Entertainment: Video Games,How many playable characters are there in Super Smash Bros. for Nintendo 3DS and Wii U?,58,48,55,51,58
multiple,hard,Entertainment: Video Games,Which of these Generation 1 Pokemon did NOT have an evolution in Generation 4?,Jynx,Rhydon,Electabuzz,Magmar,Jynx
multiple,medium,History,Who is attributed credit for recording the epic poem The Odyssey?,Homer,Aristotle,Homer,Odysseus,Socrates
multiple,easy,Mythology,The ancient Roman god of war was commonly known as which of the following?,Mars,Juno,Ares,Mars,Jupiter
multiple,medium,Entertainment: Books,Who is the author of the series 'Malazan Book of the Fallen'?,Steven Erikson,Ian Cameron Esslemont,J. R. R. Tolkien,Steven Erikson,George R. R. Martin
multiple,hard,Entertainment: Video Games,Which game in the 'Dark Souls' series does the player play as the 'Ashen One'?,Dark Souls III,Bloodborne,Demon Souls,Dark Souls I,Dark Souls III
multiple,easy,Science & Nature,Which gas forms about 78% of the Earth&rsquo;s atmosphere?,Nitrogen,Nitrogen,Carbon Dioxide,Oxygen,Argon
multiple,hard,History,Who was the first man to travel into outer space twice?,Gus Grissom,Yuri Gagarin,Gus Grissom,Charles Conrad,Vladimir Komarov
multiple,easy,General Knowledge,The likeness of which president is featured on the rare $2 bill of USA currency?,Thomas Jefferson,John Quincy Adams,Ulysses Grant,Martin Van Buren,Thomas Jefferson
multiple,medium,Science & Nature,What is the largest living organism currently known to man?,Honey Fungus,The Coral Reef,Blue Whale,Honey Fungus,Redwood Tree
multiple,medium,Geography,What is the capital of Peru?,Lima,Buenos Aires,Lima,Santiago,Montevideo
multiple,medium,Geography,Which European city has the highest mileage of canals in the world?,Birmingham,Venice,Berlin,Birmingham,Amsterdam
multiple,medium,Entertainment: Film,Who plays 'Bruce Wayne' in the 2008 movie 'The Dark Knight'?,Christian Bale,Michael Caine,Ron Dean,Christian Bale,Heath Ledger
multiple,hard,Vehicles,Volkswagen's legendary VR6 engine has cylinders positioned at what degree angle?,15 Degree,30 Degree,45 Degree,90 Degree,15 Degree
boolean,medium,Vehicles,The snowmobile was invented by Canadian Joseph-Armand Bombardier in 1937.,True,,True,,False
boolean,medium,Entertainment: Film,Sean Connery wasn't in 'Indiana Jones and the Kingdom of the Crystal Skull' because he found retirement too enjoyable.,True,True,,False,
multiple,medium,Mythology,"In African mythology, Anansi is a trickster and storyteller who takes the shape of which animal?",Spider,Monkey,Crocodile,Spider,Wild dog
multiple,easy,Entertainment: Film,"In the 1995 film 'Balto', who are Steele's accomplices?","Kaltag, Nikki, and Star","Dusty, Kirby, and Ralph","Jenna, Sylvie, and Dixie","Kaltag, Nikki, and Star","Nuk, Yak, and Sumac"
multiple,easy,Science: Computers,What does CPU stand for?,Central Processing Unit,Central Processing Unit,Computer Personal Unit,Central Process Unit,Central Processor Unit
multiple,medium,Entertainment: Video Games,"In the 2002 video game 'Kingdom Hearts', how many playable worlds were there?",14,16,11,14,13
multiple,medium,Entertainment: Music,"Which of these artists was NOT a member of the electronic music supergroup Swedish House Mafia, which split up in 2013?",Alesso,Axwell,Steve Angello,Sebastian Ingrosso,Alesso
multiple,easy,Celebrities,By which name is Ramon Estevez better known as?,Martin Sheen,Martin Sheen,Ramon Sheen,Emilio Estevez,Charlie Sheen
multiple,hard,Entertainment: Video Games,"Which occupation did John Tanner, the main protagonist for Driver and Driver 2, had before turning into an undercover cop?",Racing Driver,Delivery Driver,Getaway Driver,Taxi Driver,Racing Driver
multiple,easy,Entertainment: Video Games,"In the Nintendo DS game 'Ghost Trick: Phantom Detective', what is the name of the hitman seen at the start of the game?",Nearsighted Jeego,Missile,Cabanela,One Step Ahead Tengo,Nearsighted Jeego
multiple,easy,Entertainment: Television,Guy's Grocery Games is hosted by which presenter?,Guy Fieri,Ainsley Harriott,Guy Martin,Guy Ritchie,Guy Fieri
multiple,hard,Science: Gadgets,Who built the first laser?,Theodore Harold Maiman,Theodore Harold Maiman,Nikola Tesla,Edith Clarke,Jack Kilby
multiple,medium,Entertainment: Music,Who recorded the album called 'Down to the Moon' in 1986?,Andreas Vollenweider,Enya,Bing Crosby,Andreas Vollenweider,Jean-Michel Jarre
multiple,medium,Entertainment: Music,What was the name of Pink Floyd's first studio album?,The Piper at the Gates of Dawn,The Piper at the Gates of Dawn,Atom Heart Mother,More,Ummagumma
multiple,hard,History,How long did the Warsaw Uprising during World War II last?,63 Days,20 Days,55 Days,63 Days,224 Days
multiple,easy,General Knowledge,How many furlongs are there in a mile?,Eight,Two,Eight,Six,Four
multiple,hard,Science: Mathematics,The decimal number 31 in hexadecimal would be what?,1F,1F,3D,2E,1B
multiple,medium,Science: Computers,Which programming language was developed by Sun Microsystems in 1995?,Java,Python,C++,Solaris OS,Java
multiple,medium,Geography,Broome is a town in which state of Australia?,Western Australia,Western Australia,South Australia,Tasmania,Northern Territory
boolean,medium,General Knowledge,'Santa Claus' is a variety of melon.,True,True,,,False
multiple,hard,Entertainment: Video Games,Which of these characters from Final Fantasy VIII primarily spoke in one word sentences?,Fujin,Seifer,Raijin,Zell,Fujin
multiple,medium,Entertainment: Television,Cesar Romero played which iconic Batman villain from the 1960's TV show?,The Joker,The Joker,Mr. Freeze,The Riddler,The Penguin
multiple,hard,Sports,Which male player won the gold medal of table tennis singles in 2016 Olympics Games?,Ma Long (China),Ma Long (China),Zhang Jike (China),Jun Mizutani (Japan),Vladimir Samsonov (Belarus)
multiple,hard,Entertainment: Video Games,"What Touhou Project character's first ever appearance was as a midboss in the eighth game, Imperishable Night?",Tewi Inaba,Kaguya Houraisan,Mystia Lorelei,Tewi Inaba,Rumia
multiple,medium,Entertainment: Music,Which member of 'The Beatles' narrated episodes of 'Thomas the Tank Engine'?,Ringo Starr,John Lennon,Paul McCartney,Ringo Starr,George Harrison
boolean,medium,Entertainment: Music,The country song  &ldquo;A Boy Named Sue&rdquo; was written by Shel Silverstein.,True,,,True,False
multiple,hard,Entertainment: Comics,"In the 'Archie' comics, who was Jughead's first girlfriend?",Joani,Joani,Margret,Ethel,Debbi
multiple,easy,Geography,Which of the following Arab countries does NOT have a flag containing only Pan-Arab colours?,Qatar,Jordan,Kuwait,United Arab Emirates,Qatar
multiple,easy,Entertainment: Video Games,In what year was 'Antichamber' released?,2013,2012,2014,2013,2011
multiple,easy,Animals,Which class of animals are newts members of?,Amphibian,Mammals,Reptiles,Amphibian,Fish
multiple,easy,Entertainment: Film,"This movie contains the quote, 'I feel the need ... the need for speed!'",Top Gun,Days of Thunder,The Color of Money,Cocktail,Top Gun
multiple,hard,Entertainment: Video Games,"In the 'Halo' series, what is the name of the race of aliens humans refer to as 'Grunts'?",Unggoy,Huragok,Sangheili,Unggoy,Yanme'e
multiple,medium,General Knowledge,Who invented Pastafarianism?,Bobby Henderson,Bill Nye,Bobby Henderson,Zach Soldi,Eric Tignor
multiple,medium,General Knowledge,In 2013 how much money was lost by Nigerian scams?,$12.7 Billion,$12.7 Billion,$2.7 Billion,$956 Million,$95 Million
multiple,medium,Entertainment: Comics,Which of the following superheros did Wonder Woman NOT have a love interest in?,Green Arrow,Batman,Superman,Green Arrow,Steve Trevor
multiple,hard,Sports,What is &ldquo;The Sport of Kings&rdquo;?,Horse Racing,Fencing,Chess,Horse Racing,Jousting
multiple,easy,Entertainment: Television,"In the TV show 'M*A*S*H', what was the nickname of Corporal Walter O'Reilly?",Radar,Hawkeye,Trapper,Radar,Hot Lips
multiple,easy,General Knowledge,Which of the following card games revolves around numbers and basic math?,Uno,Go Fish,Twister,Munchkin,Uno
multiple,hard,Entertainment: Video Games,Which game in the 'Monster Hunter' series introduced the monster 'Gobul'?,Monster Hunter Tri,Monster Hunter Tri,Monster Hunter Generations,Monster Hunter Freedom Unite,Monster Hunter Frontier
multiple,hard,Geography,Which of these cities has a 4&deg; East longitude. ,Amsterdam,Amsterdam,Hong Kong,Toronto,Rio de Janero
multiple,medium,Entertainment: Japanese Anime & Manga,Which Japanese music group was formed to produce theme music for the anime 'Guilty Crown'?,Egoist,Garnidelia,Babymetal,Egoist,Goose house
multiple,medium,Entertainment: Music,Which one of these Rammstein songs has two official music videos?,Du Riechst So Gut,Benzin,Du Riechst So Gut,Du Hast,Mein Teil
multiple,medium,Vehicles,Which of these car models are produced by Lamborghini?,Aventador,Huayra,Aventador,918,Chiron
multiple,medium,Entertainment: Film,Which of the following James Bond villains is not affiliated with the SPECTRE organization?,Auric Goldfinger,Rosa Klebb,Auric Goldfinger,Emilio Largo,Dr. Julius No
multiple,medium,Entertainment: Video Games,Which of these is NOT a terrorist faction in Counter-Strike (2000)?,Midwest Militia,Guerrilla Warfare,Phoenix Connection,Elite Crew,Midwest Militia
multiple,easy,Entertainment: Video Games,In which series of games do you collect souls to empower you and buy weaponry and armor with?,Souls ,Final Fantasy ,Souls ,The Legend of Zelda,Monster Hunter
multiple,easy,Geography,What is the capital of Scotland?,Edinburgh,Edinburgh,London,Glasgow,Dundee
multiple,medium,Science & Nature,Which of the following men does not have a chemical element named after him?,Sir Isaac Newton,Sir Isaac Newton,Enrico Fermi,Niels Bohr,Albert Einstein
multiple,hard,Entertainment: Board Games,What Magic: The Gathering card's flavor text is just 'Ribbit.'?,Turn to Frog,Frogmite,Spore Frog,Bloated Toad,Turn to Frog
multiple,medium,Entertainment: Television,"In 'Star Trek', what is the Klingon death ritual?",Look into sky and yell loudly in mourning.,Kiss the jagged forehead before burial.,Split the deceased's earnings between bloodkin.,Shoot into space in a torpedo casing.,Look into sky and yell loudly in mourning.
multiple,easy,General Knowledge,What is on display in the Madame Tussaud's museum in London?,Wax sculptures,Wax sculptures,Unreleased film reels,Designer clothing,Vintage cars
multiple,hard,History,The Battle of Hastings was fought in which year?,1066,911,1420,1066,1204
multiple,medium,Entertainment: Music,Who had hits in the 70s with the songs 'Lonely Boy' and 'Never Let Her Slip Away'?,Andrew Gold,Leo Sayer,Andrew Gold,Barry White ,Elton John
multiple,hard,Entertainment: Video Games,When was Steam first released?,2003,2004,2007,2011,2003
boolean,easy,Science: Computers,Pointers were not used in the original C programming language; they were added later on in C++.,False,False,,,True
boolean,medium,History,Assyrian king Sennacherib's destruction of Babylon in 689 BCE was viewed as a triumph by other Assyrian citizens.,False,True,,False,
multiple,hard,History,What was Napoleon Bonaparte's name before he changed it?,Napoleone di Buonaparte,Napole&atilde;o do Boaparte,Napoleona de Buenoparte,Naapolion van Bonijpaart,Napoleone di Buonaparte
multiple,medium,Entertainment: Music,What is the name of French electronic music producer Madeon's 2015 debut studio album?,Adventure,The City,Adventure,Icarus,Pop Culture
multiple,medium,Science: Computers,Nvidia's headquarters are based in which Silicon Valley city?,Santa Clara,Mountain View,Santa Clara,Cupertino,Palo Alto
boolean,medium,Science: Mathematics,E = MC3,False,False,,True,
multiple,hard,History,The son of which pope supposedly held a lecherous f&ecirc;te involving 50 courtesans in the papal palace?,Alexander VI,Innocent V,Alexander VI,Pius III,Urban II
multiple,medium,Entertainment: Television,What is Meg's full name in 'Family Guy'?,Megatron Griffin,Megatron Griffin,Neil Griffin,Megan Griffin,Who-Cares Griffin
multiple,hard,Animals,What is the name of the copper-rich protein that creates the blue blood in the Antarctic octopus?,Hemocyanin,Cytochrome,Methionine,Iron,Hemocyanin
multiple,easy,Entertainment: Film,Who directed the 2015 movie 'The Revenant'?,Alejandro G. I&ntilde;&aacute;rritu,Alejandro G. I&ntilde;&aacute;rritu,David Fincher,Christopher Nolan,Wes Anderson
multiple,easy,Entertainment: Film,Which of these movies did Jeff Bridges not star in?,The Hateful Eight,The Giver,The Hateful Eight,True Grit,Tron: Legacy
multiple,medium,Entertainment: Video Games,What was the code name for the 'Nintendo Gamecube'?,Dolphin,Atlantis,Revolution,Dolphin,Nitro
multiple,easy,Entertainment: Video Games,Which of these is NOT a team available in the game Pok&eacute;mon Go?,Team Rocket,Team Rocket,Team Valor,Team Mystic,Team Instinct
multiple,hard,Entertainment: Film,"In the 1976 film 'Taxi Driver', how many guns did Travis buy from the salesman?",4,2,1,6,4
multiple,medium,Entertainment: Books,Which of these book series is by James Patterson?,Maximum Ride,Maximum Ride,Harry Potter,The Bartemaeus Trilogy,The Legend of Xanth
multiple,medium,Entertainment: Video Games,Which of the following colors does the Zombie eyes glow in the 'Nuketown' map in 'Call of Duty: Black Ops II' Zombies mode?,Yellow and Blue,Yellow and Red,Yellow and Blue,Red and Blue,Blue and White
multiple,easy,Entertainment: Music,Which member of the Foo Fighters was previously the drummer for Nirvana?,Dave Grohl,Chris Shiflett,Nate Mendel,Dave Grohl,Taylor Hawkins
multiple,easy,Entertainment: Music,'Some people call me the space cowboy' is the first line from what song?,The Joker,Fandango,Fly Like an Eagle,The Joker,Take The Money and Run
boolean,easy,Entertainment: Video Games,"In the video game 'Splatoon', the playable characters were originally going to be rabbits instead of squids.",True,False,,,True
multiple,hard,Entertainment: Video Games,How many copies of the notorious E.T. game for the Atari 2600 did Atari end up selling?,1.5 Million,1 Million,250 Thousand,Less than 250 Thousand,1.5 Million
multiple,easy,History,"In 1720, England was in massive debt and became involved in the South Sea Bubble. Who was the main mastermind behind it?",John Blunt,Robert Harley,John Churchill,Daniel Defoe,John Blunt
boolean,medium,Entertainment: Video Games,DragonForce's 'Through the Fire and Flames' is widely considered to be the hardest song in the Guitar Hero series.,True,,,True,False
multiple,medium,Entertainment: Cartoon & Animations,What year was the Disney film 'A Goofy Movie' released?,1995,2001,1997,1999,1995
multiple,easy,General Knowledge,What are Panama hats made out of?,Straw,Hemp,Silk,Straw,Flax
multiple,easy,Entertainment: Japanese Anime & Manga,What is the name of JoJo's Bizarre Adventure Part 5?,Vento Aureo,Vento Aureo,Vento Eureo,Vanto Aureo,Vento Oreo
multiple,easy,Entertainment: Books,Under what pseudonym did Stephen King publish five novels between 1977 and 1984?,Richard Bachman,J. D. Robb,Richard Bachman,Lewis Carroll,Mark Twain
multiple,medium,Science & Nature,Which element has the atomic number of 7?,Nitrogen,Oxygen,Hydrogen,Neon,Nitrogen
multiple,easy,Entertainment: Japanese Anime & Manga,What is the theme song of 'Neon Genesis Evangelion'?,A Cruel Angel's Thesis,God Knows,A Cruel Angel's Thesis,Stardust Crusaders,Requiem for a Dream
boolean,medium,General Knowledge,The sum of all the numbers on a roulette wheel is 666.,True,,True,False,
multiple,easy,Entertainment: Video Games,In 'PUBATTLEGROUNDS' which ammo type does the M24 use?,7.62mm,.300 Magnum,5.56mm,9mm,7.62mm
multiple,easy,Entertainment: Film,The 2002 film '28 Days Later' is mainly set in which European country?,United Kingdom,Germany,France,Italy,United Kingdom
multiple,medium,Science: Computers,Laserjet and inkjet printers are both examples of what type of printer?,Non-impact printer,Dot matrix printer,Non-impact printer,Impact printer,Daisywheel printer
multiple,medium,Entertainment: Video Games,Which of the following games has the most playable characters?,Timesplitters: Future Perfect,Timesplitters: Future Perfect,Mortal Kombat: Armageddon,Marvel Vs. Capcom 2,Dragon Ball Z: Budokai Tenkaichi 3
multiple,hard,Entertainment: Video Games,Which Kingdom Hearts game featured the cast of 'The World Ends With You'?,Dream Drop Distance,Birth By Sleep,Re:Chain of Memories,365/2 Days,Dream Drop Distance
multiple,easy,Entertainment: Cartoon & Animations,"In South Park, what is Stan's surname?",Marsh,Marsh,Tweak,Broflovski,Stotch
multiple,easy,General Knowledge,What is the French word for 'fish'?,poisson,poisson,mer,fiche,escargot
multiple,hard,Science & Nature,Autosomal-dominant Compelling Helio-Ophthalmic Outburst syndrome is the need to do what when seeing the Sun?,Sneeze,Yawn,Sneeze,Hiccup,Cough
multiple,hard,History,Who invented the 'Flying Shuttle' in 1738; one of the key developments in the industrialization of weaving?,John Kay,John Deere,Richard Arkwright,James Hargreaves,John Kay
multiple,hard,Entertainment: Video Games,"In Super Smash Bros. for Nintendo 3DS and Nintendo Wii U, who was the sixth fighter to be added to the game post-launch?",Corrin,Cloud,Corrin,Ryu,Bayonnetta
multiple,medium,Entertainment: Video Games,"In Terraria, what does the Wall of Flesh not drop upon defeat?",Picksaw,Breaker Blade,Picksaw,Pwnhammer,Laser Rifle
boolean,medium,General Knowledge,'Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo.' is a grammatically correct sentence.,True,True,False,,
multiple,hard,Vehicles,The difference between the lengths of a Boeing 777-300ER and an Airbus A350-1000 is closest to:,0.1m,1m,100m,10m ,0.1m
multiple,easy,Entertainment: Video Games,"In the video game franchise 'Halo', what is the UNSC's main opposing faction called?",The Covenant,The Covenant,The Peoples,The Slaughterers,The Reckoning
multiple,medium,Science & Nature,"In Chemistry, how many isomers does Butanol (C4H9OH) have?",4,3,6,4,5
multiple,easy,Entertainment: Film,"In the 1992 film 'Army of Darkness', what name does Ash give to his double-barreled shotgun?",Boomstick,Bloomstick,2-Pump Chump,Boomstick,Blastbranch
multiple,medium,Entertainment: Film,"What is the name of the foley artist who designed the famous sounds of Star Wars, including Chewbacca's roar and R2-D2's beeps and whistles?",Ben Burtt,Ben Burtt,Ken Burns,Miranda Keyes,Ralph McQuarrie
boolean,easy,Science & Nature,Not including false teeth; A human has two sets of teeth in their lifetime.,True,True,,False,
multiple,medium,Entertainment: Television,What is the name of the main antagonists in Battlestar Galactica?,The Cylons,The Federation,The Collective,The Rebels,The Cylons
multiple,medium,History,When did construction of the Suez Canal finish?,1869,1860,1869,1850,1859
multiple,hard,General Knowledge,Which musician has collaborated with American producer Porter Robinson and released the 2016 song 'Shelter'?,Madeon,Madeon,Zedd,deadmau5,Mat Zo
multiple,medium,General Knowledge,Which country drives on the left side of the road?,Japan,Germany,Japan,Russia,China
boolean,hard,Entertainment: Video Games,"In 'The Sims' series, the most members in a household you can have is 8.",True,,False,,True
multiple,hard,Science: Computers,What was the name of the first Bulgarian personal computer?,IMKO-1,IMKO-1,IZOT 1030,Pravetz 8D,Pravetz 82
multiple,easy,Entertainment: Video Games,What is Gabe Newell's favorite class in Team Fortress 2?,Spy,Pyro,Medic,Heavy,Spy
multiple,medium,Geography,Which of these is NOT a city in Saudi Arabia?,Dubai,Mecca,Medina,Riyadh,Dubai
boolean,easy,General Knowledge,It is automatically considered entrapment in the United States if the police sell you illegal substances without revealing themselves.,False,True,False,,
multiple,easy,Entertainment: Music,What is not a wind instrument?,Viola,Duduk,Trombone,Viola,Oboe
multiple,easy,Entertainment: Comics,In 'Homestuck' the 'Kingdom of Darkness' is also known as?,Derse,The Medium,Derse,Skaia,Prospit
multiple,easy,Entertainment: Video Games,"In Night In The Woods, where does Gregg work?",Snack Falcon,Food Donkey,Snack Falcon,Video Outpost 'Too',Ol' Pickaxe
multiple,hard,Entertainment: Video Games,Which souls game was not directed by Hidetaka Miyazaki?,Dark Souls 2,Dark Souls 2,Dark Souls 3,Demon Souls,Dark Souls
multiple,hard,History,The main objective of the German operation 'Case Blue' during World War II was originally to capture what?,Caucasus,Caucasus,Voronezh,Stalingrad,Crimea
boolean,easy,Geography,New Haven is the capital city of the state of Connecticut in the United States.,False,,False,True,
multiple,medium,Geography,Which is the world's longest river?,Nile,Yangtze,Nile,Missouri,Amazon
multiple,hard,Entertainment: Music,Pete Townshend collaborated with which famous guitarist for an event at Brixton Academy in 1985?,David Gilmour,Eric Clapton,Mark Knopfler,Jimmy Page,David Gilmour
boolean,easy,Entertainment: Video Games,"In 'Mario Kart 64', Waluigi is a playable character.",False,,True,False,
multiple,hard,Entertainment: Books,Abel Magwitch is a character from which Charles Dickens novel?,Great Expectations,The Pickwick Papers,Oliver Twist,Nicholas Nickleby,Great Expectations
multiple,easy,Entertainment: Japanese Anime & Manga,"In Ms. Kobayashi's Dragon Maid, who is Kobayashi's maid?",Tohru,Tohru,Elma,Kanna,Lucoa
multiple,easy,Entertainment: Film,Which of these actors/actresses is NOT a part of the cast for the 2016 movie 'Suicide Squad'?,Scarlett Johansson,Margot Robbie,Will Smith,Jared Leto,Scarlett Johansson
multiple,hard,Science & Nature,What physics principle relates the net electric flux out of a closed surface to the charge enclosed by that surface?,Gauss's Law,Biot-Savart Law,Faraday's Law,Gauss's Law,Ampere's Law
multiple,hard,Geography,Which country is the Taedong River in?,North Korea,China,North Korea,South Korea,Japan
multiple,medium,Entertainment: Video Games,Which of the following Mario Kart 8 Deluxe items will NOT make you invincible?,Golden Mushroom,Golden Mushroom,Star,Bullet Bill,Boo
multiple,hard,Entertainment: Books,"In the 'Harry Potter' series, what is Headmaster Dumbledore's full name?",Albus Percival Wulfric Brian Dumbledore,Albus Percival Wulfric Brian Dumbledore,Albus Valencium Horatio Kul Dumbledore,Albus Valum Jetta Mobius Dumbledore,Albus James Lunae Otto Dumbledore
multiple,medium,Entertainment: Video Games,"In 'Call Of Duty: Zombies', which map features the 'Fly Trap' easter egg?",Der Riese,Der Riese,Tranzit,Shi No Numa,Call Of The Dead
multiple,medium,Geography,How many timezones does Russia have?,11,24,6,11,16
multiple,medium,General Knowledge,What is the full title of the Prime Minister of the UK?,First Lord of the Treasury,Duke of Cambridge,First Lord of the Treasury,Manager of the Crown Estate,Her Majesty's Loyal Opposition
multiple,easy,Entertainment: Film,"Who in Pulp Fiction says 'No, they got the metric system there, they wouldn't know what the fuck a Quarter Pounder is.'",Vincent Vega,Jules Winnfield,Vincent Vega,Butch Coolidge,Jimmie Dimmick
multiple,hard,Geography,How many countries border Kyrgyzstan?,4,4,1,6,3
multiple,easy,General Knowledge,What does a funambulist walk on?,A Tight Rope,Broken Glass,The Moon,Balls,A Tight Rope
multiple,easy,Animals,What colour is the female blackbird?,Brown,Yellow,Black,Brown,White
multiple,easy,Entertainment: Film,Which of the following movies was not based on a novel by Stephen King? ,The Thing,Misery,The Green Mile,Carrie,The Thing
multiple,medium,History,"When did the United States formally declare war on Japan, entering World War II?","December 8, 1941","September 1, 1939","June 6, 1944","June 22, 1941","December 8, 1941"
multiple,medium,Entertainment: Video Games,Phil Fish was the designer of which game?,Fez,Super Meat Boy,Fez,Hotline Miami,FTL
boolean,medium,Entertainment: Television,"Klingons once had a period of Democracy in their history, they referred to it as the 'Dark Times'.",True,,,True,False
multiple,hard,Entertainment: Video Games,"In 'Pok&eacute;mon Sun and Moon', Team Skull took over which town?",Po Town,Heahea City,Iki Town,Po Town,Tapu Village
boolean,medium,Science: Computers,The common software-programming acronym 'I18N' comes from the term 'Interlocalization'.,False,,,False,True
multiple,medium,Entertainment: Japanese Anime & Manga,The character Plum from 'No Game No Life' is of what race?,Dhampir,Dhampir,Fl&uuml;gel,Imanity,Seiren
boolean,hard,Science & Nature,It was once believed that injecting shark cartilage into people would prevent them from contracting cancer.,True,,,True,False
multiple,easy,Entertainment: Music,What album did The Lumineers release in 2016?,Cleopatra,Tracks From The Attic,The Lumineers,Winter,Cleopatra
multiple,medium,Entertainment: Video Games,"In Splatoon, what is the age that inklings can freely change between squid and humanoid forms?",14,14,13,16,10
multiple,medium,Entertainment: Japanese Anime & Manga,In 'Shakugan no Shana' what was the Shana usually referred as?,Flame-Haired Burning-Eyed Hunter,Shana,Flame-Haired Burning-Eyed Hunter,Flame-Haired Burning-Eyed Haze,Flame Haze
multiple,medium,Sports,"In Formula 1, the Virtual Safety Car was introduced following the fatal crash of which driver?",Jules Bianchi,Jules Bianchi,Ronald Ratzenberger,Ayrton Senna,Gilles Villeneuve
multiple,medium,Sports,Who won the 2018 Monaco Grand Prix?,Daniel Ricciardo,Sebastian Vettel,Kimi Raikkonen,Daniel Ricciardo,Lewis Hamilton
